"BotStrong","BotStrong3","27","BotStrong","BotStrong1","21","BotWeak","BotWeak2","9","BotWeak","BotWeak4","3"
"BotWeak","BotWeak4","25","BotStrong","BotStrong1","16","BotWeak","BotWeak2","3","BotStrong","BotStrong3","1"
"BotWeak","BotWeak4","22","BotStrong","BotStrong1","14","BotStrong","BotStrong3","10","BotWeak","BotWeak2","8"
"BotStrong","BotStrong3","29","BotStrong","BotStrong1","24","BotWeak","BotWeak4","20","BotWeak","BotWeak2","12"
"BotStrong","BotStrong3","29","BotWeak","BotWeak2","20","BotWeak","BotWeak4","12","BotStrong","BotStrong1","8"
"BotStrong","BotStrong3","27","BotStrong","BotStrong1","13","BotWeak","BotWeak4","9","BotWeak","BotWeak2","4"
"BotWeak","BotWeak2","22","BotWeak","BotWeak4","9","BotStrong","BotStrong3","6","BotStrong","BotStrong1","0"
"BotWeak","BotWeak2","24","BotStrong","BotStrong1","18","BotStrong","BotStrong3","14","BotWeak","BotWeak4","6"
"BotStrong","BotStrong3","30","BotStrong","BotStrong1","17","BotWeak","BotWeak4","14","BotWeak","BotWeak2","13"
"BotWeak","BotWeak2","23","BotStrong","BotStrong1","20","BotStrong","BotStrong3","19","BotWeak","BotWeak4","12"
"BotWeak","BotWeak2","24","BotStrong","BotStrong1","15","BotStrong","BotStrong3","13","BotWeak","BotWeak4","11"
"BotStrong","BotStrong3","32","BotWeak","BotWeak4","11","BotStrong","BotStrong1","11","BotWeak","BotWeak2","10"
"BotStrong","BotStrong3","30","BotStrong","BotStrong1","20","BotWeak","BotWeak4","16","BotWeak","BotWeak2","12"
"BotStrong","BotStrong3","30","BotWeak","BotWeak2","17","BotWeak","BotWeak4","16","BotStrong","BotStrong1","9"
"BotStrong","BotStrong1","29","BotWeak","BotWeak2","21","BotWeak","BotWeak4","12","BotStrong","BotStrong3","9"
"BotStrong","BotStrong1","21","BotStrong","BotStrong3","12","BotWeak","BotWeak2","10","BotWeak","BotWeak4","9"
"BotStrong","BotStrong3","26","BotStrong","BotStrong1","13","BotWeak","BotWeak4","11","BotWeak","BotWeak2","10"
"BotWeak","BotWeak4","31","BotStrong","BotStrong3","23","BotWeak","BotWeak2","20","BotStrong","BotStrong1","12"
"BotStrong","BotStrong3","24","BotStrong","BotStrong1","20","BotWeak","BotWeak2","10","BotWeak","BotWeak4","6"
"BotStrong","BotStrong1","32","BotStrong","BotStrong3","11","BotWeak","BotWeak4","9","BotWeak","BotWeak2","6"
"BotStrong","BotStrong1","23","BotWeak","BotWeak4","14","BotWeak","BotWeak2","14","BotStrong","BotStrong3","11"
"BotStrong","BotStrong3","25","BotStrong","BotStrong1","12","BotWeak","BotWeak2","7","BotWeak","BotWeak4","4"
"BotWeak","BotWeak4","23","BotWeak","BotWeak2","17","BotStrong","BotStrong1","16","BotStrong","BotStrong3","16"
"BotStrong","BotStrong1","31","BotStrong","BotStrong3","18","BotWeak","BotWeak4","10","BotWeak","BotWeak2","7"
"BotStrong","BotStrong3","27","BotWeak","BotWeak2","18","BotWeak","BotWeak4","11","BotStrong","BotStrong1","11"
"BotStrong","BotStrong1","33","BotWeak","BotWeak2","18","BotStrong","BotStrong3","14","BotWeak","BotWeak4","5"
"BotWeak","BotWeak4","24","BotStrong","BotStrong3","20","BotStrong","BotStrong1","9","BotWeak","BotWeak2","6"
"BotStrong","BotStrong3","29","BotWeak","BotWeak2","14","BotStrong","BotStrong1","9","BotWeak","BotWeak4","5"
"BotWeak","BotWeak4","25","BotStrong","BotStrong3","23","BotStrong","BotStrong1","20","BotWeak","BotWeak2","13"
"BotWeak","BotWeak4","24","BotWeak","BotWeak2","17","BotStrong","BotStrong1","15","BotStrong","BotStrong3","11"
"BotStrong","BotStrong3","30","BotStrong","BotStrong1","25","BotWeak","BotWeak2","10","BotWeak","BotWeak4","10"
"BotStrong","BotStrong1","27","BotStrong","BotStrong3","24","BotWeak","BotWeak4","8","BotWeak","BotWeak2","8"
"BotStrong","BotStrong3","25","BotWeak","BotWeak2","16","BotWeak","BotWeak4","12","BotStrong","BotStrong1","9"
"BotStrong","BotStrong1","28","BotStrong","BotStrong3","17","BotWeak","BotWeak4","15","BotWeak","BotWeak2","10"
"BotWeak","BotWeak4","25","BotWeak","BotWeak2","22","BotStrong","BotStrong3","16","BotStrong","BotStrong1","14"
"BotStrong","BotStrong1","25","BotStrong","BotStrong3","17","BotWeak","BotWeak4","11","BotWeak","BotWeak2","8"
"BotWeak","BotWeak2","32","BotStrong","BotStrong3","13","BotStrong","BotStrong1","11","BotWeak","BotWeak4","6"
"BotStrong","BotStrong1","31","BotWeak","BotWeak4","13","BotWeak","BotWeak2","9","BotStrong","BotStrong3","3"
"BotStrong","BotStrong3","26","BotWeak","BotWeak4","24","BotWeak","BotWeak2","16","BotStrong","BotStrong1","3"
"BotWeak","BotWeak2","25","BotStrong","BotStrong3","16","BotStrong","BotStrong1","14","BotWeak","BotWeak4","7"
"BotWeak","BotWeak4","27","BotStrong","BotStrong3","16","BotWeak","BotWeak2","14","BotStrong","BotStrong1","10"
"BotStrong","BotStrong1","25","BotStrong","BotStrong3","20","BotWeak","BotWeak2","13","BotWeak","BotWeak4","11"
"BotStrong","BotStrong3","28","BotStrong","BotStrong1","16","BotWeak","BotWeak4","13","BotWeak","BotWeak2","10"
"BotWeak","BotWeak2","25","BotStrong","BotStrong3","18","BotStrong","BotStrong1","13","BotWeak","BotWeak4","11"
"BotStrong","BotStrong1","31","BotStrong","BotStrong3","12","BotWeak","BotWeak4","9","BotWeak","BotWeak2","8"
"BotStrong","BotStrong3","28","BotStrong","BotStrong1","16","BotWeak","BotWeak4","15","BotWeak","BotWeak2","12"
"BotStrong","BotStrong1","25","BotWeak","BotWeak2","21","BotWeak","BotWeak4","20","BotStrong","BotStrong3","9"
"BotStrong","BotStrong1","24","BotWeak","BotWeak4","17","BotStrong","BotStrong3","9","BotWeak","BotWeak2","4"
"BotStrong","BotStrong1","31","BotStrong","BotStrong3","17","BotWeak","BotWeak4","16","BotWeak","BotWeak2","7"
"BotStrong","BotStrong3","30","BotStrong","BotStrong1","13","BotWeak","BotWeak2","13","BotWeak","BotWeak4","10"
"BotStrong","BotStrong1","29","BotStrong","BotStrong3","29","BotWeak","BotWeak2","20","BotWeak","BotWeak4","11"
"BotWeak","BotWeak4","32","BotStrong","BotStrong3","18","BotWeak","BotWeak2","17","BotStrong","BotStrong1","6"
"BotStrong","BotStrong3","24","BotStrong","BotStrong1","16","BotWeak","BotWeak2","11","BotWeak","BotWeak4","4"
"BotStrong","BotStrong1","27","BotStrong","BotStrong3","16","BotWeak","BotWeak2","15","BotWeak","BotWeak4","11"
"BotWeak","BotWeak2","27","BotWeak","BotWeak4","19","BotStrong","BotStrong1","11","BotStrong","BotStrong3","5"
"BotStrong","BotStrong1","30","BotStrong","BotStrong3","22","BotWeak","BotWeak2","15","BotWeak","BotWeak4","9"
"BotStrong","BotStrong3","20","BotWeak","BotWeak4","16","BotWeak","BotWeak2","11","BotStrong","BotStrong1","11"
"BotStrong","BotStrong1","24","BotWeak","BotWeak4","23","BotWeak","BotWeak2","15","BotStrong","BotStrong3","7"
"BotWeak","BotWeak4","23","BotStrong","BotStrong1","16","BotStrong","BotStrong3","9","BotWeak","BotWeak2","4"
"BotWeak","BotWeak2","27","BotStrong","BotStrong1","20","BotStrong","BotStrong3","16","BotWeak","BotWeak4","13"
"BotWeak","BotWeak4","26","BotStrong","BotStrong1","15","BotWeak","BotWeak2","13","BotStrong","BotStrong3","13"
"BotWeak","BotWeak2","25","BotStrong","BotStrong3","14","BotStrong","BotStrong1","10","BotWeak","BotWeak4","6"
"BotStrong","BotStrong1","27","BotStrong","BotStrong3","25","BotWeak","BotWeak2","23","BotWeak","BotWeak4","10"
"BotStrong","BotStrong1","29","BotStrong","BotStrong3","22","BotWeak","BotWeak4","15","BotWeak","BotWeak2","13"
"BotWeak","BotWeak2","29","BotWeak","BotWeak4","10","BotStrong","BotStrong3","9","BotStrong","BotStrong1","8"
"BotStrong","BotStrong3","25","BotStrong","BotStrong1","19","BotWeak","BotWeak4","19","BotWeak","BotWeak2","13"
"BotWeak","BotWeak2","25","BotStrong","BotStrong3","18","BotWeak","BotWeak4","15","BotStrong","BotStrong1","12"
"BotWeak","BotWeak4","27","BotStrong","BotStrong3","14","BotStrong","BotStrong1","13","BotWeak","BotWeak2","13"
"BotStrong","BotStrong1","24","BotWeak","BotWeak2","13","BotWeak","BotWeak4","5","BotStrong","BotStrong3","5"
"BotStrong","BotStrong1","28","BotWeak","BotWeak2","19","BotStrong","BotStrong3","13","BotWeak","BotWeak4","8"
"BotStrong","BotStrong3","23","BotWeak","BotWeak2","15","BotWeak","BotWeak4","10","BotStrong","BotStrong1","9"
"BotWeak","BotWeak4","30","BotStrong","BotStrong3","20","BotWeak","BotWeak2","16","BotStrong","BotStrong1","7"
"BotWeak","BotWeak2","23","BotStrong","BotStrong3","22","BotStrong","BotStrong1","14","BotWeak","BotWeak4","9"
"BotStrong","BotStrong3","31","BotWeak","BotWeak4","21","BotWeak","BotWeak2","15","BotStrong","BotStrong1","9"
"BotStrong","BotStrong3","21","BotWeak","BotWeak2","14","BotWeak","BotWeak4","12","BotStrong","BotStrong1","7"
"BotWeak","BotWeak4","25","BotStrong","BotStrong3","16","BotStrong","BotStrong1","15","BotWeak","BotWeak2","13"
"BotStrong","BotStrong1","25","BotWeak","BotWeak4","21","BotWeak","BotWeak2","12","BotStrong","BotStrong3","9"
"BotStrong","BotStrong1","27","BotStrong","BotStrong3","14","BotWeak","BotWeak4","12","BotWeak","BotWeak2","2"
"BotWeak","BotWeak4","23","BotWeak","BotWeak2","23","BotStrong","BotStrong3","22","BotStrong","BotStrong1","6"
"BotStrong","BotStrong1","25","BotWeak","BotWeak4","13","BotWeak","BotWeak2","12","BotStrong","BotStrong3","10"
"BotStrong","BotStrong1","32","BotWeak","BotWeak4","26","BotStrong","BotStrong3","21","BotWeak","BotWeak2","16"
"BotWeak","BotWeak4","31","BotStrong","BotStrong3","22","BotStrong","BotStrong1","17","BotWeak","BotWeak2","14"
"BotWeak","BotWeak2","28","BotStrong","BotStrong1","18","BotStrong","BotStrong3","18","BotWeak","BotWeak4","15"
"BotWeak","BotWeak4","28","BotWeak","BotWeak2","20","BotStrong","BotStrong1","16","BotStrong","BotStrong3","9"
"BotStrong","BotStrong3","31","BotWeak","BotWeak4","18","BotWeak","BotWeak2","16","BotStrong","BotStrong1","14"
"BotStrong","BotStrong1","31","BotWeak","BotWeak2","24","BotStrong","BotStrong3","21","BotWeak","BotWeak4","8"
"BotStrong","BotStrong3","26","BotWeak","BotWeak2","14","BotStrong","BotStrong1","13","BotWeak","BotWeak4","11"
"BotStrong","BotStrong3","27","BotWeak","BotWeak2","23","BotStrong","BotStrong1","18","BotWeak","BotWeak4","4"
"BotWeak","BotWeak2","24","BotWeak","BotWeak4","19","BotStrong","BotStrong1","13","BotStrong","BotStrong3","10"
"BotStrong","BotStrong1","27","BotWeak","BotWeak2","14","BotStrong","BotStrong3","13","BotWeak","BotWeak4","12"
"BotStrong","BotStrong1","32","BotStrong","BotStrong3","21","BotWeak","BotWeak2","17","BotWeak","BotWeak4","6"
"BotStrong","BotStrong1","29","BotWeak","BotWeak4","16","BotStrong","BotStrong3","12","BotWeak","BotWeak2","7"
"BotStrong","BotStrong1","29","BotStrong","BotStrong3","14","BotWeak","BotWeak2","10","BotWeak","BotWeak4","6"
"BotStrong","BotStrong1","32","BotStrong","BotStrong3","14","BotWeak","BotWeak4","13","BotWeak","BotWeak2","8"
"BotStrong","BotStrong3","32","BotStrong","BotStrong1","18","BotWeak","BotWeak4","10","BotWeak","BotWeak2","8"
"BotStrong","BotStrong3","28","BotStrong","BotStrong1","19","BotWeak","BotWeak4","11","BotWeak","BotWeak2","8"
"BotStrong","BotStrong3","28","BotWeak","BotWeak2","19","BotStrong","BotStrong1","16","BotWeak","BotWeak4","7"
"BotStrong","BotStrong3","32","BotWeak","BotWeak4","14","BotStrong","BotStrong1","12","BotWeak","BotWeak2","11"
"BotWeak","BotWeak4","23","BotStrong","BotStrong3","11","BotStrong","BotStrong1","8","BotWeak","BotWeak2","8"
"BotWeak","BotWeak4","27","BotStrong","BotStrong1","11","BotWeak","BotWeak2","7","BotStrong","BotStrong3","4"
"BotStrong","BotStrong3","24","BotStrong","BotStrong1","21","BotWeak","BotWeak2","7","BotWeak","BotWeak4","4"
"BotWeak","BotWeak2","24","BotStrong","BotStrong1","16","BotStrong","BotStrong3","15","BotWeak","BotWeak4","13"
"BotWeak","BotWeak4","25","BotStrong","BotStrong3","19","BotStrong","BotStrong1","18","BotWeak","BotWeak2","10"
"BotStrong","BotStrong1","33","BotStrong","BotStrong3","16","BotWeak","BotWeak4","14","BotWeak","BotWeak2","12"
"BotStrong","BotStrong3","31","BotWeak","BotWeak2","16","BotStrong","BotStrong1","11","BotWeak","BotWeak4","9"
"BotWeak","BotWeak2","24","BotStrong","BotStrong1","20","BotStrong","BotStrong3","19","BotWeak","BotWeak4","13"
"BotWeak","BotWeak4","23","BotStrong","BotStrong3","21","BotStrong","BotStrong1","13","BotWeak","BotWeak2","2"
"BotStrong","BotStrong3","30","BotWeak","BotWeak4","20","BotWeak","BotWeak2","17","BotStrong","BotStrong1","15"
"BotWeak","BotWeak2","31","BotStrong","BotStrong3","21","BotWeak","BotWeak4","20","BotStrong","BotStrong1","10"
"BotWeak","BotWeak4","25","BotStrong","BotStrong3","16","BotStrong","BotStrong1","12","BotWeak","BotWeak2","4"
"BotWeak","BotWeak2","25","BotStrong","BotStrong3","18","BotStrong","BotStrong1","12","BotWeak","BotWeak4","11"
"BotStrong","BotStrong3","34","BotWeak","BotWeak2","26","BotWeak","BotWeak4","14","BotStrong","BotStrong1","10"
"BotStrong","BotStrong3","24","BotWeak","BotWeak4","17","BotStrong","BotStrong1","7","BotWeak","BotWeak2","6"
"BotWeak","BotWeak4","26","BotWeak","BotWeak2","14","BotStrong","BotStrong3","13","BotStrong","BotStrong1","10"
"BotStrong","BotStrong1","26","BotWeak","BotWeak2","24","BotWeak","BotWeak4","16","BotStrong","BotStrong3","13"
"BotStrong","BotStrong1","29","BotStrong","BotStrong3","13","BotWeak","BotWeak4","10","BotWeak","BotWeak2","7"
"BotStrong","BotStrong3","35","BotWeak","BotWeak4","13","BotWeak","BotWeak2","12","BotStrong","BotStrong1","12"
"BotWeak","BotWeak2","23","BotStrong","BotStrong1","22","BotStrong","BotStrong3","21","BotWeak","BotWeak4","4"
"BotWeak","BotWeak2","24","BotStrong","BotStrong3","23","BotStrong","BotStrong1","20","BotWeak","BotWeak4","15"
"BotStrong","BotStrong3","37","BotStrong","BotStrong1","17","BotWeak","BotWeak4","13","BotWeak","BotWeak2","10"
"BotWeak","BotWeak2","24","BotStrong","BotStrong1","23","BotStrong","BotStrong3","14","BotWeak","BotWeak4","13"
"BotStrong","BotStrong3","25","BotWeak","BotWeak4","16","BotWeak","BotWeak2","4","BotStrong","BotStrong1","2"
"BotStrong","BotStrong3","30","BotStrong","BotStrong1","22","BotWeak","BotWeak2","17","BotWeak","BotWeak4","12"
"BotWeak","BotWeak4","22","BotWeak","BotWeak2","15","BotStrong","BotStrong3","14","BotStrong","BotStrong1","11"
"BotStrong","BotStrong1","22","BotWeak","BotWeak2","21","BotStrong","BotStrong3","9","BotWeak","BotWeak4","8"
"BotWeak","BotWeak2","22","BotStrong","BotStrong3","12","BotWeak","BotWeak4","9","BotStrong","BotStrong1","5"
"BotStrong","BotStrong1","27","BotWeak","BotWeak4","15","BotStrong","BotStrong3","15","BotWeak","BotWeak2","12"
"BotWeak","BotWeak4","29","BotWeak","BotWeak2","22","BotStrong","BotStrong3","19","BotStrong","BotStrong1","15"
"BotStrong","BotStrong3","27","BotStrong","BotStrong1","23","BotWeak","BotWeak2","14","BotWeak","BotWeak4","11"
"BotStrong","BotStrong1","27","BotWeak","BotWeak2","24","BotStrong","BotStrong3","20","BotWeak","BotWeak4","6"
"BotWeak","BotWeak2","27","BotStrong","BotStrong3","13","BotStrong","BotStrong1","11","BotWeak","BotWeak4","9"
"BotStrong","BotStrong1","32","BotWeak","BotWeak2","18","BotWeak","BotWeak4","17","BotStrong","BotStrong3","16"
"BotStrong","BotStrong1","23","BotWeak","BotWeak2","16","BotStrong","BotStrong3","16","BotWeak","BotWeak4","12"
"BotStrong","BotStrong3","27","BotWeak","BotWeak4","22","BotWeak","BotWeak2","17","BotStrong","BotStrong1","14"
"BotStrong","BotStrong3","23","BotWeak","BotWeak4","23","BotStrong","BotStrong1","20","BotWeak","BotWeak2","11"
"BotStrong","BotStrong3","23","BotWeak","BotWeak2","18","BotStrong","BotStrong1","14","BotWeak","BotWeak4","13"
"BotStrong","BotStrong1","22","BotWeak","BotWeak2","16","BotStrong","BotStrong3","15","BotWeak","BotWeak4","8"
"BotStrong","BotStrong3","33","BotWeak","BotWeak4","20","BotWeak","BotWeak2","9","BotStrong","BotStrong1","7"
"BotStrong","BotStrong1","29","BotWeak","BotWeak4","22","BotStrong","BotStrong3","19","BotWeak","BotWeak2","8"
"BotStrong","BotStrong3","29","BotWeak","BotWeak4","15","BotWeak","BotWeak2","11","BotStrong","BotStrong1","8"
"BotStrong","BotStrong1","34","BotWeak","BotWeak2","14","BotStrong","BotStrong3","11","BotWeak","BotWeak4","10"
"BotStrong","BotStrong1","27","BotStrong","BotStrong3","21","BotWeak","BotWeak4","8","BotWeak","BotWeak2","5"
"BotWeak","BotWeak4","31","BotWeak","BotWeak2","19","BotStrong","BotStrong3","16","BotStrong","BotStrong1","7"
"BotWeak","BotWeak4","24","BotStrong","BotStrong3","24","BotWeak","BotWeak2","20","BotStrong","BotStrong1","8"
"BotStrong","BotStrong1","31","BotStrong","BotStrong3","16","BotWeak","BotWeak2","16","BotWeak","BotWeak4","15"
"BotStrong","BotStrong3","27","BotWeak","BotWeak2","17","BotStrong","BotStrong1","14","BotWeak","BotWeak4","9"
"BotStrong","BotStrong1","26","BotStrong","BotStrong3","16","BotWeak","BotWeak4","13","BotWeak","BotWeak2","13"
"BotStrong","BotStrong1","33","BotWeak","BotWeak2","19","BotStrong","BotStrong3","18","BotWeak","BotWeak4","12"
"BotStrong","BotStrong1","24","BotWeak","BotWeak4","21","BotWeak","BotWeak2","14","BotStrong","BotStrong3","11"
"BotWeak","BotWeak2","24","BotStrong","BotStrong3","16","BotWeak","BotWeak4","11","BotStrong","BotStrong1","10"
"BotStrong","BotStrong1","31","BotWeak","BotWeak4","20","BotWeak","BotWeak2","13","BotStrong","BotStrong3","11"
"BotStrong","BotStrong1","27","BotWeak","BotWeak4","15","BotStrong","BotStrong3","13","BotWeak","BotWeak2","11"
"BotWeak","BotWeak4","26","BotStrong","BotStrong1","25","BotStrong","BotStrong3","13","BotWeak","BotWeak2","9"
"BotWeak","BotWeak4","26","BotStrong","BotStrong3","17","BotStrong","BotStrong1","10","BotWeak","BotWeak2","7"
"BotStrong","BotStrong3","31","BotWeak","BotWeak2","14","BotStrong","BotStrong1","11","BotWeak","BotWeak4","10"
"BotStrong","BotStrong1","31","BotStrong","BotStrong3","13","BotWeak","BotWeak4","9","BotWeak","BotWeak2","7"
"BotStrong","BotStrong3","25","BotStrong","BotStrong1","18","BotWeak","BotWeak2","12","BotWeak","BotWeak4","6"
"BotStrong","BotStrong3","27","BotWeak","BotWeak2","22","BotWeak","BotWeak4","17","BotStrong","BotStrong1","7"
"BotWeak","BotWeak4","27","BotStrong","BotStrong3","14","BotStrong","BotStrong1","9","BotWeak","BotWeak2","8"
"BotStrong","BotStrong3","30","BotWeak","BotWeak2","15","BotWeak","BotWeak4","11","BotStrong","BotStrong1","11"
"BotStrong","BotStrong3","33","BotWeak","BotWeak4","18","BotStrong","BotStrong1","17","BotWeak","BotWeak2","12"
"BotStrong","BotStrong1","33","BotWeak","BotWeak4","18","BotWeak","BotWeak2","14","BotStrong","BotStrong3","9"
"BotStrong","BotStrong3","31","BotStrong","BotStrong1","21","BotWeak","BotWeak4","20","BotWeak","BotWeak2","13"
"BotWeak","BotWeak2","28","BotStrong","BotStrong3","19","BotStrong","BotStrong1","18","BotWeak","BotWeak4","9"
